reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-13,Flu ED visits pct,1,2025-12-20,indianapolis,quantile,0.95,4.394586486097157
2025-12-13,Flu ED visits pct,1,2025-12-20,indianapolis,quantile,0.975,4.822291223235952
2025-12-13,Flu ED visits pct,2,2025-12-27,indianapolis,quantile,0.025,0.9727591359900234
2025-12-13,Flu ED visits pct,2,2025-12-27,indianapolis,quantile,0.05,1.1285288102170707
2025-12-13,Flu ED visits pct,2,2025-12-27,indianapolis,quantile,0.1,1.3781440018247517
2025-12-13,Flu ED visits pct,2,2025-12-27,indianapolis,quantile,0.25,2.1899162160143524
2025-12-13,Flu ED visits pct,2,2025-12-27,indianapolis,quantile,0.5,2.976999865174877
2025-12-13,Flu ED visits pct,2,2025-12-27,indianapolis,quantile,0.75,3.9827504915760072
2025-12-13,Flu ED visits pct,2,2025-12-27,indianapolis,quantile,0.9,4.92188490920526
2025-12-13,Flu ED visits pct,2,2025-12-27,indianapolis,quantile,0.95,5.968363522341366
2025-12-13,Flu ED visits pct,2,2025-12-27,indianapolis,quantile,0.975,6.65838380063336
2025-12-13,Flu ED visits pct,3,2026-01-03,indianapolis,quantile,0.025,0.6296605608432787
2025-12-13,Flu ED visits pct,3,2026-01-03,indianapolis,quantile,0.05,0.8199043647190474
2025-12-13,Flu ED visits pct,3,2026-01-03,indianapolis,quantile,0.1,1.135918893738242
2025-12-13,Flu ED visits pct,3,2026-01-03,indianapolis,quantile,0.25,2.3238890268195433
2025-12-13,Flu ED visits pct,3,2026-01-03,indianapolis,quantile,0.5,3.2436708795525813
2025-12-13,Flu ED visits pct,3,2026-01-03,indianapolis,quantile,0.75,5.137552888335602
2025-12-13,Flu ED visits pct,3,2026-01-03,indianapolis,quantile,0.9,6.329015202791705
2025-12-13,Flu ED visits pct,3,2026-01-03,indianapolis,quantile,0.95,7.491743028825548
2025-12-13,Flu ED visits pct,3,2026-01-03,indianapolis,quantile,0.975,8.078578429506713
2025-12-13,Flu ED visits pct,0,2025-12-13,maine,quantile,0.025,0.6275601587057479
2025-12-13,Flu ED visits pct,0,2025-12-13,maine,quantile,0.05,0.7495668620652369
2025-12-13,Flu ED visits pct,0,2025-12-13,maine,quantile,0.1,0.893653039107971
2025-12-13,Flu ED visits pct,0,2025-12-13,maine,quantile,0.25,1.1739298753046987
2025-12-13,Flu ED visits pct,0,2025-12-13,maine,quantile,0.5,1.4199954681203877
2025-12-13,Flu ED visits pct,0,2025-12-13,maine,quantile,0.75,1.7516704272731738
2025-12-13,Flu ED visits pct,0,2025-12-13,maine,quantile,0.9,2.0237389250713917
2025-12-13,Flu ED visits pct,0,2025-12-13,maine,quantile,0.95,2.2766134770808337
2025-12-13,Flu ED visits pct,0,2025-12-13,maine,quantile,0.975,2.4906191689448693
2025-12-13,Flu ED visits pct,1,2025-12-20,maine,quantile,0.025,0.697893360189599
2025-12-13,Flu ED visits pct,1,2025-12-20,maine,quantile,0.05,0.8164050139024168
2025-12-13,Flu ED visits pct,1,2025-12-20,maine,quantile,0.1,1.0471823933015605
2025-12-13,Flu ED visits pct,1,2025-12-20,maine,quantile,0.25,1.4168955132534404
2025-12-13,Flu ED visits pct,1,2025-12-20,maine,quantile,0.5,1.8828349119133818
2025-12-13,Flu ED visits pct,1,2025-12-20,maine,quantile,0.75,2.3391397907368554
2025-12-13,Flu ED visits pct,1,2025-12-20,maine,quantile,0.9,2.8163708879946396
2025-12-13,Flu ED visits pct,1,2025-12-20,maine,quantile,0.95,3.1499792612192983
2025-12-13,Flu ED visits pct,1,2025-12-20,maine,quantile,0.975,3.4826462865376016
2025-12-13,Flu ED visits pct,2,2025-12-27,maine,quantile,0.025,0.5200906037242793
2025-12-13,Flu ED visits pct,2,2025-12-27,maine,quantile,0.05,0.6748813564205784
2025-12-13,Flu ED visits pct,2,2025-12-27,maine,quantile,0.1,0.97710144549276845
2025-12-13,Flu ED visits pct,2,2025-12-27,maine,quantile,0.25,1.5951753015603023
2025-12-13,Flu ED visits pct,2,2025-12-27,maine,quantile,0.5,2.2683178291482085
2025-12-13,Flu ED visits pct,2,2025-12-27,maine,quantile,0.75,3.0539544181285425
2025-12-13,Flu ED visits pct,2,2025-12-27,maine,quantile,0.9,3.7388789105021982
2025-12-13,Flu ED visits pct,2,2025-12-27,maine,quantile,0.95,4.447939013241463
2025-12-13,Flu ED visits pct,2,2025-12-27,maine,quantile,0.975,5.061294549637436
2025-12-13,Flu ED visits pct,3,2026-01-03,maine,quantile,0.025,0.2870709914340746
2025-12-13,Flu ED visits pct,3,2026-01-03,maine,quantile,0.05,0.49429535757908083
2025-12-13,Flu ED visits pct,3,2026-01-03,maine,quantile,0.1,0.7826379264259427
2025-12-13,Flu ED visits pct,3,2026-01-03,maine,quantile,0.25,1.6796725136189363
2025-12-13,Flu ED visits pct,3,2026-01-03,maine,quantile,0.5,2.427414233059136
2025-12-13,Flu ED visits pct,3,2026-01-03,maine,quantile,0.75,3.95609257491933
2025-12-13,Flu ED visits pct,3,2026-01-03,maine,quantile,0.9,4.889779769363086
2025-12-13,Flu ED visits pct,3,2026-01-03,maine,quantile,0.95,5.607010968611455
2025-12-13,Flu ED visits pct,3,2026-01-03,maine,quantile,0.975,6.247761208854086
2025-12-13,Flu ED visits pct,0,2025-12-13,portland,quantile,0.025,0.3088257731648386
2025-12-13,Flu ED visits pct,0,2025-12-13,portland,quantile,0.05,0.3878545077375444
2025-12-13,Flu ED visits pct,0,2025-12-13,portland,quantile,0.1,0.5565414064640117
2025-12-13,Flu ED visits pct,0,2025-12-13,portland,quantile,0.25,0.8184417939440772
2025-12-13,Flu ED visits pct,0,2025-12-13,portland,quantile,0.5,1.0824812494947116
2025-12-13,Flu ED visits pct,0,2025-12-13,portland,quantile,0.75,1.3481483000895
2025-12-13,Flu ED visits pct,0,2025-12-13,portland,quantile,0.9,1.6587788901296585
2025-12-13,Flu ED visits pct,0,2025-12-13,portland,quantile,0.95,1.8626079033652096
2025-12-13,Flu ED visits pct,0,2025-12-13,portland,quantile,0.975,2.0866197521351633
2025-12-13,Flu ED visits pct,1,2025-12-20,portland,quantile,0.025,0.3240304350270479
2025-12-13,Flu ED visits pct,1,2025-12-20,portland,quantile,0.05,0.5040591479532884
2025-12-13,Flu ED visits pct,1,2025-12-20,portland,quantile,0.1,0.7037886196612821
2025-12-13,Flu ED visits pct,1,2025-12-20,portland,quantile,0.25,1.1340435567593978
2025-12-13,Flu ED visits pct,1,2025-12-20,portland,quantile,0.5,1.5188950370156296
2025-12-13,Flu ED visits pct,1,2025-12-20,portland,quantile,0.75,1.9316390662215244
2025-12-13,Flu ED visits pct,1,2025-12-20,portland,quantile,0.9,2.4083374805985955
2025-12-13,Flu ED visits pct,1,2025-12-20,portland,quantile,0.95,2.8290253221716473
2025-12-13,Flu ED visits pct,1,2025-12-20,portland,quantile,0.975,3.145040481985553
2025-12-13,Flu ED visits pct,2,2025-12-27,portland,quantile,0.025,0.4086183069432293
2025-12-13,Flu ED visits pct,2,2025-12-27,portland,quantile,0.05,0.5865926873298768
2025-12-13,Flu ED visits pct,2,2025-12-27,portland,quantile,0.1,0.8539649669504832
2025-12-13,Flu ED visits pct,2,2025-12-27,portland,quantile,0.25,1.4667666791107907
2025-12-13,Flu ED visits pct,2,2025-12-27,portland,quantile,0.5,2.045266420972163
2025-12-13,Flu ED visits pct,2,2025-12-27,portland,quantile,0.75,2.634485707768531
2025-12-13,Flu ED visits pct,2,2025-12-27,portland,quantile,0.9,3.319394007559924
2025-12-13,Flu ED visits pct,2,2025-12-27,portland,quantile,0.95,3.7706049500050174
2025-12-13,Flu ED visits pct,2,2025-12-27,portland,quantile,0.975,4.3598480439489915
2025-12-13,Flu ED visits pct,3,2026-01-03,portland,quantile,0.025,0.40056177723686825
2025-12-13,Flu ED visits pct,3,2026-01-03,portland,quantile,0.05,0.5779220550224707
2025-12-13,Flu ED visits pct,3,2026-01-03,portland,quantile,0.1,0.8809500896715318
2025-12-13,Flu ED visits pct,3,2026-01-03,portland,quantile,0.25,1.6800518739780856
2025-12-13,Flu ED visits pct,3,2026-01-03,portland,quantile,0.5,2.6198586125351606
2025-12-13,Flu ED visits pct,3,2026-01-03,portland,quantile,0.75,3.469686009311345
2025-12-13,Flu ED visits pct,3,2026-01-03,portland,quantile,0.9,4.286362880876354
2025-12-13,Flu ED visits pct,3,2026-01-03,portland,quantile,0.95,5.004365711894314
2025-12-13,Flu ED visits pct,3,2026-01-03,portland,quantile,0.975,5.588444083985581
2025-12-13,Flu ED visits pct,0,2025-12-13,montgomery,quantile,0.025,2.330910300333096
2025-12-13,Flu ED visits pct,0,2025-12-13,montgomery,quantile,0.05,2.485736081918136
2025-12-13,Flu ED visits pct,0,2025-12-13,montgomery,quantile,0.1,2.720560486381665
2025-12-13,Flu ED visits pct,0,2025-12-13,montgomery,quantile,0.25,3.1539283855113247
2025-12-13,Flu ED visits pct,0,2025-12-13,montgomery,quantile,0.5,3.5700416150403402
2025-12-13,Flu ED visits pct,0,2025-12-13,montgomery,quantile,0.75,4.071590602239524
2025-12-13,Flu ED visits pct,0,2025-12-13,montgomery,quantile,0.9,4.79809222005095
2025-12-13,Flu ED visits pct,0,2025-12-13,montgomery,quantile,0.95,5.251364554375045
2025-12-13,Flu ED visits pct,0,2025-12-13,montgomery,quantile,0.975,5.608428827951698
2025-12-13,Flu ED visits pct,1,2025-12-20,montgomery,quantile,0.025,2.010592246954845
2025-12-13,Flu ED visits pct,1,2025-12-20,montgomery,quantile,0.05,2.2268261180847757
2025-12-13,Flu ED visits pct,1,2025-12-20,montgomery,quantile,0.1,2.604846012727432
2025-12-13,Flu ED visits pct,1,2025-12-20,montgomery,quantile,0.25,3.2625633026006535
2025-12-13,Flu ED visits pct,1,2025-12-20,montgomery,quantile,0.5,4.2628180669350915
2025-12-13,Flu ED visits pct,1,2025-12-20,montgomery,quantile,0.75,5.13028761950104
2025-12-13,Flu ED visits pct,1,2025-12-20,montgomery,quantile,0.9,6.5517784783849145
2025-12-13,Flu ED visits pct,1,2025-12-20,montgomery,quantile,0.95,7.383464696828595
2025-12-13,Flu ED visits pct,1,2025-12-20,montgomery,quantile,0.975,8.027576686236223
2025-12-13,Flu ED visits pct,2,2025-12-27,montgomery,quantile,0.025,1.3624875430169254
2025-12-13,Flu ED visits pct,2,2025-12-27,montgomery,quantile,0.05,1.6653135356781608
2025-12-13,Flu ED visits pct,2,2025-12-27,montgomery,quantile,0.1,2.031856658004302
2025-12-13,Flu ED visits pct,2,2025-12-27,montgomery,quantile,0.25,3.0119138026649055
2025-12-13,Flu ED visits pct,2,2025-12-27,montgomery,quantile,0.5,4.831956837633658
2025-12-13,Flu ED visits pct,2,2025-12-27,montgomery,quantile,0.75,6.332237046961288
2025-12-13,Flu ED visits pct,2,2025-12-27,montgomery,quantile,0.9,8.458907282975096
2025-12-13,Flu ED visits pct,2,2025-12-27,montgomery,quantile,0.95,9.7438337532845
2025-12-13,Flu ED visits pct,2,2025-12-27,montgomery,quantile,0.975,11.031212728163249
2025-12-13,Flu ED visits pct,3,2026-01-03,montgomery,quantile,0.025,0.7872604077911687
2025-12-13,Flu ED visits pct,3,2026-01-03,montgomery,quantile,0.05,0.9486335100050107
2025-12-13,Flu ED visits pct,3,2026-01-03,montgomery,quantile,0.1,1.3337986876196681
2025-12-13,Flu ED visits pct,3,2026-01-03,montgomery,quantile,0.25,2.6740680411936277
2025-12-13,Flu ED visits pct,3,2026-01-03,montgomery,quantile,0.5,4.920928675341212
2025-12-13,Flu ED visits pct,3,2026-01-03,montgomery,quantile,0.75,7.989518668167792
2025-12-13,Flu ED visits pct,3,2026-01-03,montgomery,quantile,0.9,10.282407438540275
2025-12-13,Flu ED visits pct,3,2026-01-03,montgomery,quantile,0.95,12.495915615526238
2025-12-13,Flu ED visits pct,3,2026-01-03,montgomery,quantile,0.975,13.556074328959175
2025-12-13,Flu ED visits pct,0,2025-12-13,harford,quantile,0.025,1.0677921436888826
2025-12-13,Flu ED visits pct,0,2025-12-13,harford,quantile,0.05,1.2481478064220746
2025-12-13,Flu ED visits pct,0,2025-12-13,harford,quantile,0.1,1.360944846106409
2025-12-13,Flu ED visits pct,0,2025-12-13,harford,quantile,0.25,1.6242222002581284
2025-12-13,Flu ED visits pct,0,2025-12-13,harford,quantile,0.5,1.9648008311960303
2025-12-13,Flu ED visits pct,0,2025-12-13,harford,quantile,0.75,2.327416743891713
2025-12-13,Flu ED visits pct,0,2025-12-13,harford,quantile,0.9,2.5999932740268648
2025-12-13,Flu ED visits pct,0,2025-12-13,harford,quantile,0.95,2.772480493164133
2025-12-13,Flu ED visits pct,0,2025-12-13,harford,quantile,0.975,2.9101628414197456
2025-12-13,Flu ED visits pct,1,2025-12-20,harford,quantile,0.025,0.718698911002043
2025-12-13,Flu ED visits pct,1,2025-12-20,harford,quantile,0.05,0.8742790070928989
2025-12-13,Flu ED visits pct,1,2025-12-20,harford,quantile,0.1,1.0004368956007936
2025-12-13,Flu ED visits pct,1,2025-12-20,harford,quantile,0.25,1.2821453678529071
2025-12-13,Flu ED visits pct,1,2025-12-20,harford,quantile,0.5,1.7223376250078057
2025-12-13,Flu ED visits pct,1,2025-12-20,harford,quantile,0.75,2.207853283282465
2025-12-13,Flu ED visits pct,1,2025-12-20,harford,quantile,0.9,2.6977255901607515
2025-12-13,Flu ED visits pct,1,2025-12-20,harford,quantile,0.95,2.8927193039484433
2025-12-13,Flu ED visits pct,1,2025-12-20,harford,quantile,0.975,3.1243252760264566
2025-12-13,Flu ED visits pct,2,2025-12-27,harford,quantile,0.025,0.3440970015521386
2025-12-13,Flu ED visits pct,2,2025-12-27,harford,quantile,0.05,0.42639151691094246
2025-12-13,Flu ED visits pct,2,2025-12-27,harford,quantile,0.1,0.5678140194220401
2025-12-13,Flu ED visits pct,2,2025-12-27,harford,quantile,0.25,0.8875742031141948
2025-12-13,Flu ED visits pct,2,2025-12-27,harford,quantile,0.5,1.3598148581297276
2025-12-13,Flu ED visits pct,2,2025-12-27,harford,quantile,0.75,1.9363070750549716
2025-12-13,Flu ED visits pct,2,2025-12-27,harford,quantile,0.9,2.5562949260761743
2025-12-13,Flu ED visits pct,2,2025-12-27,harford,quantile,0.95,2.844482712912405
2025-12-13,Flu ED visits pct,2,2025-12-27,harford,quantile,0.975,3.016546478403481
2025-12-13,Flu ED visits pct,3,2026-01-03,harford,quantile,0.025,0
2025-12-13,Flu ED visits pct,3,2026-01-03,harford,quantile,0.05,0.10025032247367678
2025-12-13,Flu ED visits pct,3,2026-01-03,harford,quantile,0.1,0.24250895116529764
2025-12-13,Flu ED visits pct,3,2026-01-03,harford,quantile,0.25,0.6003610084254982
2025-12-13,Flu ED visits pct,3,2026-01-03,harford,quantile,0.5,1.0327058381368115
2025-12-13,Flu ED visits pct,3,2026-01-03,harford,quantile,0.75,1.6355906472201012
2025-12-13,Flu ED visits pct,3,2026-01-03,harford,quantile,0.9,2.4122419306839693
2025-12-13,Flu ED visits pct,3,2026-01-03,harford,quantile,0.95,2.7172867893326593
2025-12-13,Flu ED visits pct,3,2026-01-03,harford,quantile,0.975,2.8935551934653745
2025-12-13,Flu ED visits pct,0,2025-12-13,boston,quantile,0.025,1.3257460308504911
2025-12-13,Flu ED visits pct,0,2025-12-13,boston,quantile,0.05,1.4911681557905783
2025-12-13,Flu ED visits pct,0,2025-12-13,boston,quantile,0.1,1.6566184904015393
2025-12-13,Flu ED visits pct,0,2025-12-13,boston,quantile,0.25,1.9252591511770856
2025-12-13,Flu ED visits pct,0,2025-12-13,boston,quantile,0.5,2.2611465682371517
2025-12-13,Flu ED visits pct,0,2025-12-13,boston,quantile,0.75,2.645328160945481
2025-12-13,Flu ED visits pct,0,2025-12-13,boston,quantile,0.9,3.083990460462781
2025-12-13,Flu ED visits pct,0,2025-12-13,boston,quantile,0.95,3.3466608092013863
2025-12-13,Flu ED visits pct,0,2025-12-13,boston,quantile,0.975,3.625693506332441
2025-12-13,Flu ED visits pct,1,2025-12-20,boston,quantile,0.025,1.3754163986374555
2025-12-13,Flu ED visits pct,1,2025-12-20,boston,quantile,0.05,1.5566080808936544
2025-12-13,Flu ED visits pct,1,2025-12-20,boston,quantile,0.1,1.7799659762488604
2025-12-13,Flu ED visits pct,1,2025-12-20,boston,quantile,0.25,2.26287728197261
2025-12-13,Flu ED visits pct,1,2025-12-20,boston,quantile,0.5,2.919452619527429
2025-12-13,Flu ED visits pct,1,2025-12-20,boston,quantile,0.75,3.480895586337579
2025-12-13,Flu ED visits pct,1,2025-12-20,boston,quantile,0.9,4.286545351772518
2025-12-13,Flu ED visits pct,1,2025-12-20,boston,quantile,0.95,4.932816021478763
2025-12-13,Flu ED visits pct,1,2025-12-20,boston,quantile,0.975,5.307134479189708
2025-12-13,Flu ED visits pct,2,2025-12-27,boston,quantile,0.025,1.1901995997596047
2025-12-13,Flu ED visits pct,2,2025-12-27,boston,quantile,0.05,1.337103033021367
2025-12-13,Flu ED visits pct,2,2025-12-27,boston,quantile,0.1,1.6849776296164587
2025-12-13,Flu ED visits pct,2,2025-12-27,boston,quantile,0.25,2.5843897918610192
2025-12-13,Flu ED visits pct,2,2025-12-27,boston,quantile,0.5,3.46951553387765
2025-12-13,Flu ED visits pct,2,2025-12-27,boston,quantile,0.75,4.503937905283577
2025-12-13,Flu ED visits pct,2,2025-12-27,boston,quantile,0.9,5.650120506459432
2025-12-13,Flu ED visits pct,2,2025-12-27,boston,quantile,0.95,6.521421273814731
2025-12-13,Flu ED visits pct,2,2025-12-27,boston,quantile,0.975,7.2337575271125125
2025-12-13,Flu ED visits pct,3,2026-01-03,boston,quantile,0.025,0.7803946611502464
2025-12-13,Flu ED visits pct,3,2026-01-03,boston,quantile,0.05,0.9587704486361749
2025-12-13,Flu ED visits pct,3,2026-01-03,boston,quantile,0.1,1.4088331507342493
2025-12-13,Flu ED visits pct,3,2026-01-03,boston,quantile,0.25,2.6608115539107677
2025-12-13,Flu ED visits pct,3,2026-01-03,boston,quantile,0.5,3.716843655370805
2025-12-13,Flu ED visits pct,3,2026-01-03,boston,quantile,0.75,5.863993365613748
2025-12-13,Flu ED visits pct,3,2026-01-03,boston,quantile,0.9,7.025381517349073
2025-12-13,Flu ED visits pct,3,2026-01-03,boston,quantile,0.95,8.230896949625897
2025-12-13,Flu ED visits pct,3,2026-01-03,boston,quantile,0.975,8.947395049208058
2025-12-13,Flu ED visits pct,0,2025-12-13,st-paul,quantile,0.025,3.1713468840748553
2025-12-13,Flu ED visits pct,0,2025-12-13,st-paul,quantile,0.05,3.3229142585238742
2025-12-13,Flu ED visits pct,0,2025-12-13,st-paul,quantile,0.1,3.5085453386656003
2025-12-13,Flu ED visits pct,0,2025-12-13,st-paul,quantile,0.25,3.789979371376377
2025-12-13,Flu ED visits pct,0,2025-12-13,st-paul,quantile,0.5,4.211375677112629
2025-12-13,Flu ED visits pct,0,2025-12-13,st-paul,quantile,0.75,4.6503173906144415
2025-12-13,Flu ED visits pct,0,2025-12-13,st-paul,quantile,0.9,5.171848490800897
2025-12-13,Flu ED visits pct,0,2025-12-13,st-paul,quantile,0.95,5.633882872219812
2025-12-13,Flu ED visits pct,0,2025-12-13,st-paul,quantile,0.975,5.975298861342889
2025-12-13,Flu ED visits pct,1,2025-12-20,st-paul,quantile,0.025,3.303120476161654
2025-12-13,Flu ED visits pct,1,2025-12-20,st-paul,quantile,0.05,3.4583992656311433
2025-12-13,Flu ED visits pct,1,2025-12-20,st-paul,quantile,0.1,3.685413892950433
2025-12-13,Flu ED visits pct,1,2025-12-20,st-paul,quantile,0.25,4.159741050316534
2025-12-13,Flu ED visits pct,1,2025-12-20,st-paul,quantile,0.5,4.863209940178386
2025-12-13,Flu ED visits pct,1,2025-12-20,st-paul,quantile,0.75,5.7317651405378935
2025-12-13,Flu ED visits pct,1,2025-12-20,st-paul,quantile,0.9,6.999233308688031
2025-12-13,Flu ED visits pct,1,2025-12-20,st-paul,quantile,0.95,7.739017212331695
2025-12-13,Flu ED visits pct,1,2025-12-20,st-paul,quantile,0.975,8.547160216677169
2025-12-13,Flu ED visits pct,2,2025-12-27,st-paul,quantile,0.025,2.6564308260381164
2025-12-13,Flu ED visits pct,2,2025-12-27,st-paul,quantile,0.05,2.9982586850723365
2025-12-13,Flu ED visits pct,2,2025-12-27,st-paul,quantile,0.1,3.5065925306905337
2025-12-13,Flu ED visits pct,2,2025-12-27,st-paul,quantile,0.25,4.213860281255822
2025-12-13,Flu ED visits pct,2,2025-12-27,st-paul,quantile,0.5,5.173311812651619
2025-12-13,Flu ED visits pct,2,2025-12-27,st-paul,quantile,0.75,6.902054588426315
2025-12-13,Flu ED visits pct,2,2025-12-27,st-paul,quantile,0.9,9.094663157979696
2025-12-13,Flu ED visits pct,2,2025-12-27,st-paul,quantile,0.95,10.452475207909515
2025-12-13,Flu ED visits pct,2,2025-12-27,st-paul,quantile,0.975,11.36557589027555
2025-12-13,Flu ED visits pct,3,2026-01-03,st-paul,quantile,0.025,1.985517930812215
2025-12-13,Flu ED visits pct,3,2026-01-03,st-paul,quantile,0.05,2.475960334866723
2025-12-13,Flu ED visits pct,3,2026-01-03,st-paul,quantile,0.1,3.04838352855125
2025-12-13,Flu ED visits pct,3,2026-01-03,st-paul,quantile,0.25,3.9304556839438396
2025-12-13,Flu ED visits pct,3,2026-01-03,st-paul,quantile,0.5,5.174241387014632
2025-12-13,Flu ED visits pct,3,2026-01-03,st-paul,quantile,0.75,7.679078981463916
2025-12-13,Flu ED visits pct,3,2026-01-03,st-paul,quantile,0.9,10.84346093219378
2025-12-13,Flu ED visits pct,3,2026-01-03,st-paul,quantile,0.95,12.657778119537529
2025-12-13,Flu ED visits pct,3,2026-01-03,st-paul,quantile,0.975,14.233503313079753
2025-12-13,Flu ED visits pct,0,2025-12-13,duluth,quantile,0.025,2.5833617036593974
2025-12-13,Flu ED visits pct,0,2025-12-13,duluth,quantile,0.05,2.7348809639874996
2025-12-13,Flu ED visits pct,0,2025-12-13,duluth,quantile,0.1,2.9353007337695285
2025-12-13,Flu ED visits pct,0,2025-12-13,duluth,quantile,0.25,3.2862266241128433
2025-12-13,Flu ED visits pct,0,2025-12-13,duluth,quantile,0.5,3.7105382911297258
2025-12-13,Flu ED visits pct,0,2025-12-13,duluth,quantile,0.75,4.210457250373911
2025-12-13,Flu ED visits pct,0,2025-12-13,duluth,quantile,0.9,4.718559700901534
2025-12-13,Flu ED visits pct,0,2025-12-13,duluth,quantile,0.95,5.014049146081797
2025-12-13,Flu ED visits pct,0,2025-12-13,duluth,quantile,0.975,5.242556711999063
2025-12-13,Flu ED visits pct,1,2025-12-20,duluth,quantile,0.025,2.4789941383367733
2025-12-13,Flu ED visits pct,1,2025-12-20,duluth,quantile,0.05,2.68507275221566
2025-12-13,Flu ED visits pct,1,2025-12-20,duluth,quantile,0.1,3.01287422415434
2025-12-13,Flu ED visits pct,1,2025-12-20,duluth,quantile,0.25,3.631359254203889
2025-12-13,Flu ED visits pct,1,2025-12-20,duluth,quantile,0.5,4.387215999147686
2025-12-13,Flu ED visits pct,1,2025-12-20,duluth,quantile,0.75,5.1711492101241845
2025-12-13,Flu ED visits pct,1,2025-12-20,duluth,quantile,0.9,6.208079242164195
2025-12-13,Flu ED visits pct,1,2025-12-20,duluth,quantile,0.95,7.244712705187531
2025-12-13,Flu ED visits pct,1,2025-12-20,duluth,quantile,0.975,7.833245965220129
2025-12-13,Flu ED visits pct,2,2025-12-27,duluth,quantile,0.025,2.001852424080945
2025-12-13,Flu ED visits pct,2,2025-12-27,duluth,quantile,0.05,2.1958741307404828
2025-12-13,Flu ED visits pct,2,2025-12-27,duluth,quantile,0.1,2.5990754767564526
2025-12-13,Flu ED visits pct,2,2025-12-27,duluth,quantile,0.25,3.596698582139192
2025-12-13,Flu ED visits pct,2,2025-12-27,duluth,quantile,0.5,4.654642644832792
2025-12-13,Flu ED visits pct,2,2025-12-27,duluth,quantile,0.75,5.736319500024717
2025-12-13,Flu ED visits pct,2,2025-12-27,duluth,quantile,0.9,7.768037579285347
2025-12-13,Flu ED visits pct,2,2025-12-27,duluth,quantile,0.95,9.89957975475295
2025-12-13,Flu ED visits pct,2,2025-12-27,duluth,quantile,0.975,11.092048260501478
2025-12-13,Flu ED visits pct,3,2026-01-03,duluth,quantile,0.025,1.260835257582469
2025-12-13,Flu ED visits pct,3,2026-01-03,duluth,quantile,0.05,1.5485316246305487
2025-12-13,Flu ED visits pct,3,2026-01-03,duluth,quantile,0.1,2.073839390253811
2025-12-13,Flu ED visits pct,3,2026-01-03,duluth,quantile,0.25,3.138188699011314
2025-12-13,Flu ED visits pct,3,2026-01-03,duluth,quantile,0.5,4.359497083272339
2025-12-13,Flu ED visits pct,3,2026-01-03,duluth,quantile,0.75,5.902301951315923
2025-12-13,Flu ED visits pct,3,2026-01-03,duluth,quantile,0.9,8.918013322216208
2025-12-13,Flu ED visits pct,3,2026-01-03,duluth,quantile,0.95,12.608216860559825
2025-12-13,Flu ED visits pct,3,2026-01-03,duluth,quantile,0.975,14.204706948558341
2025-12-13,Flu ED visits pct,0,2025-12-13,rochester,quantile,0.025,0.19794379400139148
2025-12-13,Flu ED visits pct,0,2025-12-13,rochester,quantile,0.05,0.30089787001067364
2025-12-13,Flu ED visits pct,0,2025-12-13,rochester,quantile,0.1,0.42376824108755806
2025-12-13,Flu ED visits pct,0,2025-12-13,rochester,quantile,0.25,0.6748501563720458
2025-12-13,Flu ED visits pct,0,2025-12-13,rochester,quantile,0.5,0.9393149873802035
2025-12-13,Flu ED visits pct,0,2025-12-13,rochester,quantile,0.75,1.2200948424531415
2025-12-13,Flu ED visits pct,0,2025-12-13,rochester,quantile,0.9,1.4934724408201077
2025-12-13,Flu ED visits pct,0,2025-12-13,rochester,quantile,0.95,1.6633588544704736
2025-12-13,Flu ED visits pct,0,2025-12-13,rochester,quantile,0.975,1.867439390215864
2025-12-13,Flu ED visits pct,1,2025-12-20,rochester,quantile,0.025,0.26604966984190037
2025-12-13,Flu ED visits pct,1,2025-12-20,rochester,quantile,0.05,0.3861863067002851
2025-12-13,Flu ED visits pct,1,2025-12-20,rochester,quantile,0.1,0.5618932204257052
2025-12-13,Flu ED visits pct,1,2025-12-20,rochester,quantile,0.25,0.9427648259941364
2025-12-13,Flu ED visits pct,1,2025-12-20,rochester,quantile,0.5,1.3360079861644174
2025-12-13,Flu ED visits pct,1,2025-12-20,rochester,quantile,0.75,1.709071388372351
2025-12-13,Flu ED visits pct,1,2025-12-20,rochester,quantile,0.9,2.0835129594071957
2025-12-13,Flu ED visits pct,1,2025-12-20,rochester,quantile,0.95,2.521846781874719
2025-12-13,Flu ED visits pct,1,2025-12-20,rochester,quantile,0.975,2.906789921725223
2025-12-13,Flu ED visits pct,2,2025-12-27,rochester,quantile,0.025,0.24688078425082416
2025-12-13,Flu ED visits pct,2,2025-12-27,rochester,quantile,0.05,0.4012449681971231
2025-12-13,Flu ED visits pct,2,2025-12-27,rochester,quantile,0.1,0.637087476917104
2025-12-13,Flu ED visits pct,2,2025-12-27,rochester,quantile,0.25,1.1308526204925258
2025-12-13,Flu ED visits pct,2,2025-12-27,rochester,quantile,0.5,1.7287537245606763
2025-12-13,Flu ED visits pct,2,2025-12-27,rochester,quantile,0.75,2.3200994500297893
2025-12-13,Flu ED visits pct,2,2025-12-27,rochester,quantile,0.9,2.9255144551725634
2025-12-13,Flu ED visits pct,2,2025-12-27,rochester,quantile,0.95,3.5363135188494232
2025-12-13,Flu ED visits pct,2,2025-12-27,rochester,quantile,0.975,4.216465934302706
2025-12-13,Flu ED visits pct,3,2026-01-03,rochester,quantile,0.025,0.33716414413400236
